agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
020,"Environmental Protection Agency",020-00-4330,"Hazardous Waste Electronic Manifest System Fund",2024,"Budget Authority",0.021
020,"Environmental Protection Agency",020-00-4330,"Hazardous Waste Electronic Manifest System Fund",2024,"Funding Total",4.4889
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2024,"CIO Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2024,"Budget Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2024,"Funding Total",0
020,"Environmental Protection Agency",020-00-5374,"Pesticide Registration Fund",2024,"CIO Authority",0
020,"Environmental Protection Agency",020-00-5374,"Pesticide Registration Fund",2024,"Budget Authority",0
020,"Environmental Protection Agency",020-00-5374,"Pesticide Registration Fund",2024,"Funding Total",6
020,"Environmental Protection Agency",020-00-0108,"Environmental Programs and Management",2025,"CIO Authority",299.7148
020,"Environmental Protection Agency",020-00-0108,"Environmental Programs and Management",2025,"Budget Authority",329.5797
020,"Environmental Protection Agency",020-00-0108,"Environmental Programs and Management",2025,"Funding Total",273.38313
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2025,"CIO Authority",0.4513
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2025,"Budget Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2025,"Funding Total",0.4513
020,"Environmental Protection Agency",020-00-0250,"Payment to the Hazardous Substance Superfund",2025,"CIO Authority",44.6773
020,"Environmental Protection Agency",020-00-0250,"Payment to the Hazardous Substance Superfund",2025,"Budget Authority",72.458
020,"Environmental Protection Agency",020-00-0250,"Payment to the Hazardous Substance Superfund",2025,"Funding Total",44.3036
020,"Environmental Protection Agency",020-00-0112,"Office of Inspector General",2025,"CIO Authority",1.2355
020,"Environmental Protection Agency",020-00-0112,"Office of Inspector General",2025,"Budget Authority",1.2296
020,"Environmental Protection Agency",020-00-0112,"Office of Inspector General",2025,"Funding Total",0.9455
020,"Environmental Protection Agency",020-00-8221,"Inland Oil Spill Programs",2025,"CIO Authority",1.2888
020,"Environmental Protection Agency",020-00-8221,"Inland Oil Spill Programs",2025,"Budget Authority",3.2385
020,"Environmental Protection Agency",020-00-8221,"Inland Oil Spill Programs",2025,"Funding Total",1.2888
020,"Environmental Protection Agency",020-00-4330,"Hazardous Waste Electronic Manifest System Fund",2025,"CIO Authority",0
020,"Environmental Protection Agency",020-00-4330,"Hazardous Waste Electronic Manifest System Fund",2025,"Budget Authority",0.021
020,"Environmental Protection Agency",020-00-4330,"Hazardous Waste Electronic Manifest System Fund",2025,"Funding Total",6.89661
020,"Environmental Protection Agency",020-00-0107,"Science and Technology",2025,"CIO Authority",89.098
020,"Environmental Protection Agency",020-00-0107,"Science and Technology",2025,"Budget Authority",84.564
020,"Environmental Protection Agency",020-00-0107,"Science and Technology",2025,"Funding Total",81.95325
020,"Environmental Protection Agency",020-00-0103,"State and Tribal Assistance Grants",2025,"CIO Authority",1.9159
020,"Environmental Protection Agency",020-00-0103,"State and Tribal Assistance Grants",2025,"Budget Authority",1.9159
020,"Environmental Protection Agency",020-00-0103,"State and Tribal Assistance Grants",2025,"Funding Total",1.9159
020,"Environmental Protection Agency",020-00-8153,"Leaking Underground Storage Tank Trust Fund",2025,"CIO Authority",0.5642
020,"Environmental Protection Agency",020-00-8153,"Leaking Underground Storage Tank Trust Fund",2025,"Budget Authority",0.508
020,"Environmental Protection Agency",020-00-8153,"Leaking Underground Storage Tank Trust Fund",2025,"Funding Total",0.5583
019,"Department of Energy",019-10-0251,"Defense Environmental Cleanup",2022,"CIO Authority",0
019,"Department of Energy",019-10-0251,"Defense Environmental Cleanup",2022,"Budget Authority",0
019,"Department of Energy",019-10-0251,"Defense Environmental Cleanup",2022,"Funding Total",350.547732
019,"Department of Energy",019-05-0240,"Weapons Activities",2022,"CIO Authority",0
019,"Department of Energy",019-05-0240,"Weapons Activities",2022,"Budget Authority",0
019,"Department of Energy",019-05-0240,"Weapons Activities",2022,"Funding Total",1206.65484
019,"Department of Energy",019-60-4563,"Working Capital Fund",2022,"CIO Authority",0
019,"Department of Energy",019-60-4563,"Working Capital Fund",2022,"Budget Authority",0
019,"Department of Energy",019-60-4563,"Working Capital Fund",2022,"Funding Total",99.47733
019,"Department of Energy",019-60-0228,"Departmental Administration",2022,"CIO Authority",0
019,"Department of Energy",019-60-0228,"Departmental Administration",2022,"Budget Authority",0
019,"Department of Energy",019-60-0228,"Departmental Administration",2022,"Funding Total",327.396318
019,"Department of Energy",019-20-0218,"Strategic Petroleum Reserve",2022,"CIO Authority",0
019,"Department of Energy",019-20-0218,"Strategic Petroleum Reserve",2022,"Budget Authority",0
019,"Department of Energy",019-20-0218,"Strategic Petroleum Reserve",2022,"Funding Total",25.338039
019,"Department of Energy",019-20-0222,Science,2022,"CIO Authority",0
019,"Department of Energy",019-20-0222,Science,2022,"Budget Authority",0
019,"Department of Energy",019-20-0222,Science,2022,"Funding Total",477.73213
019,"Department of Energy",019-05-0309,"Defense Nuclear Nonproliferation",2022,"CIO Authority",0
019,"Department of Energy",019-05-0309,"Defense Nuclear Nonproliferation",2022,"Budget Authority",0
019,"Department of Energy",019-05-0309,"Defense Nuclear Nonproliferation",2022,"Funding Total",33.757932
019,"Department of Energy",019-20-0208,"Title 17 Innovative Technology Loan Guarantee Program",2022,"CIO Authority",0
019,"Department of Energy",019-20-0208,"Title 17 Innovative Technology Loan Guarantee Program",2022,"Budget Authority",0
019,"Department of Energy",019-20-0208,"Title 17 Innovative Technology Loan Guarantee Program",2022,"Funding Total",4.373884
019,"Department of Energy",019-20-0321,"Energy Efficiency and Renewable Energy",2022,"CIO Authority",0
019,"Department of Energy",019-20-0321,"Energy Efficiency and Renewable Energy",2022,"Budget Authority",0
019,"Department of Energy",019-20-0321,"Energy Efficiency and Renewable Energy",2022,"Funding Total",84.817464
019,"Department of Energy",019-20-0318,Electricity,2022,"CIO Authority",0
019,"Department of Energy",019-20-0318,Electricity,2022,"Budget Authority",0
019,"Department of Energy",019-20-0318,Electricity,2022,"Funding Total",0.589827
019,"Department of Energy",019-20-0213,"Fossil Energy and Carbon Management",2022,"CIO Authority",0
019,"Department of Energy",019-20-0213,"Fossil Energy and Carbon Management",2022,"Budget Authority",0
019,"Department of Energy",019-20-0213,"Fossil Energy and Carbon Management",2022,"Funding Total",33.25479
019,"Department of Energy",019-20-0319,"Nuclear Energy",2022,"CIO Authority",0
019,"Department of Energy",019-20-0319,"Nuclear Energy",2022,"Budget Authority",0
019,"Department of Energy",019-20-0319,"Nuclear Energy",2022,"Funding Total",6.892029
019,"Department of Energy",019-20-5227,"Nuclear Waste Disposal",2022,"CIO Authority",0
019,"Department of Energy",019-20-5227,"Nuclear Waste Disposal",2022,"Budget Authority",0
019,"Department of Energy",019-20-5227,"Nuclear Waste Disposal",2022,"Funding Total",19.702691
019,"Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",2022,"CIO Authority",0
019,"Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",2022,"Budget Authority",0
019,"Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",2022,"Funding Total",8.434622
019,"Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2022,"CIO Authority",0
019,"Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2022,"Budget Authority",0
019,"Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2022,"Funding Total",74.330202
019,"Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",2022,"CIO Authority",0
019,"Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",2022,"Budget Authority",0
019,"Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",2022,"Funding Total",3
019,"Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",2022,"CIO Authority",0
019,"Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",2022,"Budget Authority",0
019,"Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",2022,"Funding Total",8.377618
019,"Department of Energy",019-10-0243,"Other Defense Activities",2022,"CIO Authority",0
019,"Department of Energy",019-10-0243,"Other Defense Activities",2022,"Budget Authority",0
019,"Department of Energy",019-10-0243,"Other Defense Activities",2022,"Funding Total",35.875606
019,"Department of Energy",019-20-2250,"Cybersecurity, Energy Security, and Emergency Response",2022,"CIO Authority",0
019,"Department of Energy",019-20-2250,"Cybersecurity, Energy Security, and Emergency Response",2022,"Budget Authority",0
019,"Department of Energy",019-20-2250,"Cybersecurity, Energy Security, and Emergency Response",2022,"Funding Total",8.061297
019,"Department of Energy",019-20-0216,"Energy Information Administration",2022,"CIO Authority",0
019,"Department of Energy",019-20-0216,"Energy Information Administration",2022,"Budget Authority",0
019,"Department of Energy",019-20-0216,"Energy Information Administration",2022,"Funding Total",26.191
019,"Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",2022,"CIO Authority",0
019,"Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",2022,"Budget Authority",0
019,"Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",2022,"Funding Total",0.35
019,"Department of Energy",019-20-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account",2022,"CIO Authority",0
019,"Department of Energy",019-20-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account",2022,"Budget Authority",0
019,"Department of Energy",019-20-0322,"Advanced Technology Vehicles Manufacturing Loan Program Account",2022,"Funding Total",0.69
019,"Department of Energy",019-60-0236,"Office of the Inspector General",2022,"CIO Authority",0
019,"Department of Energy",019-60-0236,"Office of the Inspector General",2022,"Budget Authority",0
019,"Department of Energy",019-60-0236,"Office of the Inspector General",2022,"Funding Total",1.454411
019,"Department of Energy",019-20-0233,"SPR Petroleum Account",2022,"CIO Authority",0
019,"Department of Energy",019-20-0233,"SPR Petroleum Account",2022,"Budget Authority",0
019,"Department of Energy",019-20-0233,"SPR Petroleum Account",2022,"Funding Total",0.377
019,"Department of Energy",019-05-0313,"Federal Salaries and Expenses",2022,"CIO Authority",0
